EmployeeID,PerformanceScore,CurrentEmployeeRating,SurveyDate,EngagementScore,SatisfactionScore,WorkLifeBalanceScore,Training_Date,Training_ProgramName,Training_Type,Training_Outcome,Training_Location,Training_Trainer,Training_DurationDays,Training_Cost
2018,Fully Meets,3,2022-10-31,5,2,1,2022-08-21,Customer Service,External,Incomplete,Lake Robertfort,Chris Walker,5,739.74
2019,Fully Meets,3,2023-03-21,2,1,4,2022-10-06,Technical Skills,External,Completed,Andreaberg,Jason Morris,2,789.2
2020,Fully Meets,3,2022-11-28,2,1,4,2022-08-18,Leadership Development,Internal,Failed,West Kayla,Kevin Miller,3,428.51
2021,Fully Meets,3,2022-08-28,1,3,4,2023-04-29,Project Management,External,Incomplete,New Heidi,Dominic Spencer,4,646.72
2022,Fully Meets,3,2022-11-11,5,3,5,2022-10-09,Leadership Development,External,Incomplete,North Katherineton,Diane Carlson,3,742.84
2023,Fully Meets,3,2022-10-10,3,4,4,2022-11-25,Communication Skills,External,Incomplete,Rosefort,Brooke Murray,2,894.92
2024,Fully Meets,3,2022-10-25,2,1,5,2023-06-11,Communication Skills,External,Failed,North Danielview,Deborah Oliver,1,222.56
2025,Fully Meets,3,2023-05-02,1,2,4,2023-01-17,Technical Skills,Internal,Passed,West Cherylview,John Branch,2,699.76
2026,Fully Meets,3,2023-03-22,2,4,4,2022-08-08,Project Management,External,Incomplete,East Cole,Dorothy Gould,3,124.93
2027,Fully Meets,3,2023-06-15,3,1,3,2022-08-08,Technical Skills,External,Incomplete,New Audrey,Mariah Jones,5,664.12
2028,Fully Meets,3,2022-10-01,4,4,4,2023-02-18,Project Management,External,Passed,North Barbaraberg,Kathleen Fletcher,2,862.82
2029,Fully Meets,3,2022-09-30,2,5,1,2022-11-14,Project Management,External,Passed,New Michael,Nicholas Briggs,1,813.01
2030,Fully Meets,3,2023-04-07,4,1,5,2023-07-28,Communication Skills,External,Incomplete,West Vincent,Andrew Burton,4,349.75
2031,Fully Meets,3,2023-02-09,1,3,1,2023-07-25,Technical Skills,External,Failed,Campbellhaven,Yolanda Wilson,1,244.5
2032,Fully Meets,3,2023-07-02,5,2,4,2022-11-21,Customer Service,Internal,Completed,Erikmouth,Adrian Clark,3,873.52
2033,Fully Meets,3,2022-10-10,4,1,5,2023-03-11,Leadership Development,External,Passed,Port Laurie,Joseph Carlson,1,358.65
2034,Fully Meets,3,2023-01-30,2,4,1,2023-01-20,Technical Skills,Internal,Passed,Crystalchester,Arthur Soto,1,632.33
2035,Fully Meets,3,2023-01-11,4,2,3,2023-02-17,Customer Service,External,Failed,Kristenland,Mrs. Stephanie Silva,2,565.81
2036,Fully Meets,3,2023-03-18,4,3,4,2022-09-24,Communication Skills,Internal,Completed,New Erinport,Ronald Hughes,3,849.04
2037,Fully Meets,3,2023-01-28,2,5,4,2023-07-16,Leadership Development,Internal,Failed,Rachelfort,Nicholas Carter,1,519.43
2038,Fully Meets,3,2023-02-18,5,3,2,2022-08-13,Technical Skills,Internal,Passed,Rebeccamouth,Paula Roth,2,694.03
2039,Fully Meets,3,2022-10-06,5,2,2,2023-05-24,Customer Service,External,Incomplete,Zacharyside,Laura Meadows,1,738.69
2040,Fully Meets,3,2023-04-23,1,2,5,2023-04-22,Communication Skills,Internal,Passed,Port Glenn,Aaron Bowen,5,753.51
2041,Fully Meets,3,2023-06-19,1,1,5,2022-09-25,Technical Skills,External,Completed,West Brian,Kenneth Thompson,5,970.6
2042,Fully Meets,3,2023-06-24,5,2,1,2023-02-14,Customer Service,External,Passed,Johnsonhaven,Elizabeth Elliott,1,651.4
2043,Fully Meets,3,2023-06-07,1,3,3,2022-10-08,Project Management,Internal,Passed,Brendaville,Cody Dickson,5,809.68
2044,Fully Meets,3,2022-11-14,5,1,5,2023-08-05,Customer Service,External,Passed,Joshuaville,Andrew Lee,5,570.91
2045,Fully Meets,3,2023-06-05,3,1,4,2023-05-04,Customer Service,Internal,Incomplete,Garyview,Zachary Cole,1,852.72
2046,Fully Meets,3,2023-03-03,2,2,4,2022-12-25,Technical Skills,Internal,Incomplete,North Carriefurt,Mr. Philip Sullivan,1,787.98
2047,Fully Meets,3,2022-08-24,3,5,3,2022-08-15,Technical Skills,Internal,Failed,New Amy,Margaret Padilla,1,942.72
2048,Fully Meets,3,2022-11-25,2,5,4,2022-11-02,Customer Service,External,Failed,Watsonview,Rodney Deleon,2,626.4
2049,Fully Meets,3,2023-06-06,3,1,3,2023-03-28,Project Management,Internal,Failed,South Wayneburgh,Cheryl Middleton,4,765.68
2050,Fully Meets,3,2023-04-03,5,4,5,2022-12-13,Communication Skills,Internal,Completed,Jasonbury,Heather Nunez,3,904.54
2051,Fully Meets,3,2022-08-12,5,2,4,2023-03-17,Project Management,Internal,Incomplete,South Cynthiafurt,Charles Robles,2,761.28
2052,Fully Meets,3,2023-07-06,1,4,4,2022-11-06,Project Management,Internal,Completed,South William,Charles Spencer,4,507.49
2053,Fully Meets,3,2023-06-23,5,3,1,2023-05-13,Leadership Development,Internal,Incomplete,Dukeborough,Kevin Carter,5,862.9
2054,Fully Meets,3,2023-02-04,4,5,3,2023-06-06,Leadership Development,Internal,Incomplete,Lake Carolinemouth,Tyler Cordova,4,528.18
2055,Fully Meets,3,2022-10-28,5,4,2,2022-11-08,Technical Skills,External,Passed,South Jasonchester,Austin Carlson,2,805.7
2056,Fully Meets,3,2023-07-12,3,4,1,2023-02-02,Technical Skills,External,Failed,North Fernando,Gregory Garcia,1,190.55
2057,Fully Meets,3,2023-05-06,4,1,3,2023-01-01,Customer Service,Internal,Failed,Lake Tony,Omar Shepherd MD,3,605.36
2058,Fully Meets,3,2023-05-29,5,5,4,2022-12-31,Customer Service,Internal,Passed,Parkertown,Mark Bowen,1,338.16
2059,Fully Meets,3,2023-05-09,4,4,5,2023-05-06,Customer Service,External,Completed,West Danielmouth,Melissa Marshall,3,969.03
2060,Fully Meets,3,2023-06-26,5,5,5,2023-07-23,Project Management,External,Failed,Port Lisaburgh,Lori Mckee,3,442.39
2061,Fully Meets,3,2023-05-26,2,4,3,2023-03-15,Technical Skills,External,Incomplete,South Taramouth,Stacey Ford,1,952.69
2062,Fully Meets,3,2022-09-05,4,1,2,2023-05-20,Project Management,External,Passed,North Lisaton,Evelyn Hart,1,842.36
2063,Fully Meets,3,2023-04-06,4,5,3,2023-01-01,Technical Skills,External,Failed,North Gabriel,Suzanne Watson,5,333.78
2064,Fully Meets,3,2023-03-13,1,3,5,2022-09-10,Technical Skills,Internal,Passed,North Susanton,Daryl Mullins,2,343.22
2065,Fully Meets,3,2023-01-13,5,4,4,2023-05-15,Leadership Development,Internal,Failed,Christopherhaven,Jonathan Stewart,1,283.86
2066,Fully Meets,3,2022-10-08,1,5,1,2022-09-03,Customer Service,Internal,Passed,Courtneytown,Jessica Malone DDS,5,107.29
2067,Fully Meets,3,2023-03-14,5,2,1,2023-05-10,Leadership Development,External,Failed,Lake Alexander,Maureen Harris,4,320.87
2068,Fully Meets,3,2022-08-22,4,3,5,2023-02-03,Leadership Development,Internal,Incomplete,West Anne,Scott Rice,3,670.68
2069,Fully Meets,3,2023-07-22,3,1,5,2023-05-10,Communication Skills,External,Incomplete,Evansland,Barbara Moore,3,685.62
2070,Fully Meets,3,2023-02-23,3,4,5,2023-04-12,Technical Skills,Internal,Completed,Lake Johnstad,Cathy Johnson,5,842.88
2071,Fully Meets,3,2022-09-15,2,1,5,2023-02-09,Technical Skills,Internal,Incomplete,New Rosemouth,Danielle Wise,5,735.7
2072,Fully Meets,3,2022-09-21,5,4,1,2023-06-17,Customer Service,Internal,Passed,East Nancy,Patricia Bailey,5,974.31
2073,Fully Meets,3,2023-02-12,1,2,2,2023-08-03,Project Management,Internal,Incomplete,South Maria,Jennifer Juarez,3,760.53
2074,Fully Meets,3,2023-07-05,3,2,4,2022-09-20,Project Management,Internal,Passed,East Melissa,Karen Thompson,5,640.97
2075,Fully Meets,3,2023-02-27,4,5,2,2022-10-27,Customer Service,External,Incomplete,Josephmouth,Ronald Pearson,5,807.49
2076,Fully Meets,3,2023-01-07,5,5,1,2022-11-08,Communication Skills,Internal,Completed,Jasonstad,Lisa Freeman,3,350.22
2077,Fully Meets,3,2023-07-26,4,1,1,2023-04-07,Communication Skills,Internal,Completed,Robertfurt,Tiffany Smith,4,447.67
2078,Fully Meets,3,2022-10-21,5,5,2,2022-08-07,Communication Skills,Internal,Incomplete,Patriciabury,Tiffany Reed,5,737.61
2079,Fully Meets,3,2023-03-03,4,2,3,2023-01-15,Leadership Development,External,Completed,North Michaelmouth,Eric Contreras,4,444.96
2080,Fully Meets,3,2023-02-12,4,1,4,2023-06-09,Project Management,External,Failed,Jessicafurt,Dr. Melanie Kennedy,1,605.05
2081,Fully Meets,3,2023-02-21,1,1,4,2023-05-14,Customer Service,External,Failed,Wandachester,Danny Charles,4,744.4
2082,Fully Meets,3,2023-01-01,4,2,4,2022-08-09,Customer Service,External,Incomplete,Kingbury,Sylvia Sweeney,1,230.77
2083,Fully Meets,3,2023-06-26,2,2,4,2022-12-21,Project Management,External,Incomplete,Port Robinland,Kelly Rogers,5,569.44
2084,Fully Meets,3,2023-05-26,3,2,2,2023-02-02,Project Management,External,Passed,South Robertstad,Kylie Gonzalez,1,677.67
2085,Fully Meets,3,2022-10-13,3,4,4,2023-03-29,Project Management,External,Incomplete,South Darrenview,Matthew Stephens MD,1,963.42
2086,Fully Meets,3,2022-08-05,5,4,3,2023-04-03,Communication Skills,External,Completed,Roberthaven,David Ray,3,488.66
2087,Fully Meets,3,2022-11-14,4,4,1,2023-04-02,Leadership Development,Internal,Completed,Hollyborough,Joseph Marquez,3,450.94
2088,Fully Meets,3,2022-12-21,2,1,2,2023-02-09,Communication Skills,External,Completed,Benjaminfurt,Rhonda Thompson,3,407.99
2089,Fully Meets,3,2023-06-16,5,3,3,2023-01-04,Communication Skills,Internal,Completed,East Corey,Robin Berry,2,423.31
2090,Fully Meets,3,2023-07-23,3,4,3,2022-10-23,Leadership Development,Internal,Incomplete,New Troyshire,Patricia Simpson,1,189.64
2091,Fully Meets,3,2023-02-21,3,1,1,2023-07-20,Leadership Development,Internal,Incomplete,Jordanfurt,Joshua Middleton,3,102.77
2092,Fully Meets,3,2023-07-24,1,2,3,2023-03-13,Communication Skills,External,Completed,Smithchester,Brian Odom,5,246.13
2093,Fully Meets,3,2023-02-01,2,3,1,2023-04-23,Leadership Development,External,Failed,East Amyville,Alexander King,5,628.62
2094,Fully Meets,3,2022-08-25,2,5,5,2023-03-11,Leadership Development,Internal,Passed,New Sheila,Thomas Williams,4,739.32
2095,Fully Meets,3,2023-07-21,5,3,1,2022-11-14,Leadership Development,Internal,Passed,North Wendy,Joseph Crawford,3,773.16
2096,Fully Meets,3,2023-05-28,3,4,4,2023-04-25,Communication Skills,External,Completed,Jenniferbury,Mandy Dunn,3,838.65
2097,PIP,2,2022-08-30,2,1,4,2022-11-26,Technical Skills,External,Incomplete,North Brandi,Kari Smith,3,426.55
2098,PIP,5,2023-02-01,2,4,1,2022-09-25,Project Management,External,Incomplete,North Jamesberg,Matthew Brown,2,254.35
2099,PIP,4,2023-03-26,1,4,5,2023-02-28,Customer Service,External,Completed,North Margaretton,George Hopkins,2,829.08
2100,Exceeds,4,2023-01-09,1,1,1,2023-04-29,Communication Skills,External,Incomplete,Lake Laurafurt,Jeremiah Herring,2,710.31
2101,PIP,5,2023-01-10,4,4,2,2023-06-29,Leadership Development,External,Completed,Suarezstad,Aaron Jones,1,751.81
2102,Exceeds,2,2023-07-16,1,1,3,2023-05-04,Communication Skills,Internal,Passed,Jenniferside,Debbie Young,1,598.51
2103,Exceeds,5,2023-02-16,1,4,5,2022-09-06,Technical Skills,Internal,Incomplete,Stevenston,Gregory Wells,3,958.29
2104,Exceeds,2,2023-06-10,1,4,3,2022-10-14,Technical Skills,External,Completed,South Brianchester,Connie Mason,5,200.34
2105,Needs Improvement,4,2023-07-24,3,4,2,2022-11-10,Technical Skills,External,Completed,Blackborough,Edwin Gomez,3,365.03
2106,Exceeds,2,2022-10-28,5,5,1,2023-07-15,Customer Service,Internal,Passed,Port Tamarahaven,Kayla Hall,4,782.43
2107,Exceeds,1,2022-11-25,4,1,1,2023-03-05,Communication Skills,External,Passed,Douglasview,Tyler Ortega,1,668.91
2108,Needs Improvement,2,2023-04-10,1,2,4,2022-09-05,Customer Service,Internal,Completed,Port Ruthbury,Franklin Hunter,5,804.37
2109,Exceeds,5,2023-04-04,3,3,5,2023-04-18,Project Management,External,Failed,Lake Renee,Elizabeth Sawyer,3,869.94
2110,Exceeds,4,2022-11-13,1,4,2,2022-12-30,Communication Skills,Internal,Passed,West Susanton,Ms. Rebecca Conley,4,399.55
2111,Needs Improvement,5,2023-04-26,2,3,1,2022-11-17,Customer Service,Internal,Passed,Brittanyport,Jordan Wilson,4,470.24
2112,Exceeds,4,2023-02-01,4,3,1,2022-09-17,Customer Service,External,Failed,Ramirezland,Caroline Williams,2,157.04
2113,Exceeds,2,2022-08-31,5,1,5,2022-08-18,Project Management,Internal,Passed,Hayesborough,Michael Sullivan,2,394.54
2114,Exceeds,4,2023-02-08,5,4,1,2023-02-26,Communication Skills,External,Completed,North Justinbury,Jonathan Davis,2,326.98
2115,Exceeds,2,2023-01-25,5,2,1,2022-09-24,Leadership Development,Internal,Incomplete,Penaberg,Katherine Chapman,5,752.82
2116,Needs Improvement,4,2023-05-11,1,4,2,2022-08-26,Leadership Development,Internal,Completed,Maryville,Kelli Lamb MD,2,990.89
2117,Exceeds,2,2022-11-16,2,3,2,2023-05-27,Customer Service,External,Incomplete,Hickmanburgh,Mike Stevenson,4,531.69
2118,Exceeds,5,2023-03-20,3,2,4,2023-04-21,Leadership Development,Internal,Completed,Scottview,Robert Smith,3,384.28
2119,Exceeds,5,2023-05-27,1,2,3,2023-07-15,Technical Skills,External,Passed,New Sharonside,Amy Zimmerman,5,803.08
2120,Needs Improvement,2,2022-09-05,4,4,1,2023-05-22,Project Management,External,Incomplete,Washingtonport,Thomas Floyd,1,131.78
2121,Exceeds,5,2023-01-29,4,1,3,2022-12-31,Project Management,Internal,Passed,Kimberlyberg,Sara Johnson,2,459.39
2122,Needs Improvement,5,2023-01-25,3,3,2,2023-01-02,Technical Skills,External,Passed,South Johnmouth,Carl Cooper,1,949.46
2123,Exceeds,2,2022-10-29,3,5,3,2022-09-23,Project Management,External,Failed,Farmerstad,Emily Hernandez,4,169.71
2124,Exceeds,2,2023-04-21,4,1,5,2023-04-26,Leadership Development,Internal,Completed,Hebertfort,Adam Smith PhD,2,238.23
2125,Exceeds,4,2022-09-23,4,5,3,2022-08-19,Communication Skills,External,Incomplete,Lake Brookeville,Hannah Smith,2,486.63
2126,PIP,1,2023-04-14,3,4,4,2023-01-24,Communication Skills,External,Failed,Patriciaport,Nina Ramos,2,692.5
2127,Needs Improvement,4,2023-08-01,2,2,3,2023-04-03,Leadership Development,Internal,Passed,West Johnmouth,Suzanne Young,5,119.71
2128,Needs Improvement,2,2023-04-01,1,3,1,2022-12-22,Project Management,External,Passed,West Cynthia,Gregory Smith,2,168.47
2129,Needs Improvement,2,2022-09-30,5,5,2,2023-03-03,Communication Skills,External,Incomplete,East Carlos,Joseph Blankenship,4,951.82
2130,Needs Improvement,1,2023-03-30,3,5,2,2022-11-21,Project Management,Internal,Completed,Adamborough,Emily Gonzalez,4,444.22
2131,Needs Improvement,4,2022-12-28,1,2,1,2023-01-21,Project Management,Internal,Passed,Nicolemouth,James Williams,5,591.83
2132,Needs Improvement,2,2022-12-15,2,3,3,2022-09-15,Communication Skills,Internal,Passed,North Jeanette,Carlos Finley,5,936.77
2133,PIP,1,2023-03-02,2,3,2,2023-03-16,Technical Skills,External,Passed,Connieside,Rebecca Hammond,4,797.13
2134,Exceeds,2,2023-02-27,4,2,5,2022-10-20,Technical Skills,Internal,Completed,Collierville,Russell Boone,1,420.72
2135,Exceeds,2,2023-08-02,2,2,4,2022-11-21,Technical Skills,Internal,Completed,Port Gregoryfort,Crystal Hughes,5,218.13
2136,Exceeds,1,2023-02-18,2,2,2,2022-11-28,Communication Skills,Internal,Incomplete,New William,Joy Meyers,1,659.25
2137,Exceeds,5,2022-10-14,1,3,3,2023-04-01,Technical Skills,External,Completed,Staceyborough,Thomas Castillo,1,187.31
2138,Exceeds,2,2022-08-22,1,5,2,2022-08-17,Project Management,Internal,Completed,Russellstad,Rachael Hoffman,3,282.21
2139,Exceeds,2,2023-05-05,1,4,4,2023-05-21,Technical Skills,Internal,Passed,Matthewfurt,Kevin Navarro,2,935.49
2140,Exceeds,2,2023-05-11,4,5,4,2023-04-27,Project Management,External,Completed,Kayleemouth,Laura Burns,3,264.84
2141,Exceeds,2,2022-11-14,2,3,3,2023-06-07,Customer Service,Internal,Completed,East Melissa,Louis Mccall,1,619.72
2142,Exceeds,2,2023-05-06,2,5,1,2023-01-11,Leadership Development,Internal,Failed,West Christine,Michael Fletcher,3,248.83
2143,Exceeds,1,2022-12-14,2,1,1,2022-08-11,Communication Skills,Internal,Incomplete,New Caitlynburgh,Susan Compton,2,322.33
2144,Exceeds,2,2023-06-09,2,5,4,2023-01-26,Communication Skills,Internal,Completed,Lake Jamesside,Chad Taylor,4,474.09
2145,Exceeds,1,2023-05-19,3,3,5,2022-12-05,Project Management,External,Failed,South Davidstad,Deborah Reed,4,251.83
2146,Exceeds,2,2023-02-24,3,1,1,2023-03-09,Leadership Development,External,Completed,Lake Leontown,Jill Gibson,1,386.89
2147,Exceeds,4,2022-11-03,2,1,2,2023-01-25,Technical Skills,External,Passed,Sheltonburgh,Edwin Valencia,3,535.19
2148,Exceeds,5,2023-06-12,1,1,2,2023-04-16,Communication Skills,Internal,Passed,East Kerryside,Benjamin Wilson,1,409.66
2149,Exceeds,5,2023-05-21,5,3,5,2023-05-08,Technical Skills,Internal,Failed,Brooketon,Joseph Taylor,2,747.63
2150,Exceeds,5,2022-11-26,2,1,1,2023-08-03,Project Management,External,Incomplete,Port Jameshaven,Benjamin Thompson,3,794.12
2151,Exceeds,1,2023-04-11,4,4,4,2023-03-10,Leadership Development,External,Failed,Tracyberg,Dawn Lara,3,845.94
2152,Exceeds,2,2023-03-30,3,1,4,2022-10-15,Communication Skills,External,Completed,Connerstad,Michael May,4,606.89
2153,Exceeds,4,2023-01-19,3,5,3,2023-02-24,Customer Service,Internal,Completed,Justinview,Jeremy Robinson,2,190.07
2154,Exceeds,4,2023-05-18,1,3,2,2023-03-11,Project Management,External,Failed,Johnsonfurt,Patricia Spencer,4,795.38
2155,Exceeds,4,2023-03-13,1,2,4,2023-03-21,Customer Service,Internal,Passed,West Rebecca,Sarah Edwards,1,972.82
2156,Exceeds,3,2023-03-03,5,1,3,2023-01-19,Customer Service,Internal,Failed,Jenniferville,Paige Duncan,2,763.44
2157,Exceeds,4,2022-12-10,4,2,5,2022-10-02,Leadership Development,Internal,Incomplete,East Bernard,Maurice Gonzales,1,152.69
2158,Exceeds,3,2023-01-04,2,4,3,2023-04-06,Communication Skills,External,Failed,Johnsonmouth,Jaime Brown,1,989.3
2159,Exceeds,5,2022-09-20,1,1,1,2023-01-24,Customer Service,External,Completed,East Debra,Scott Mathis,3,833.52
2160,Exceeds,3,2023-01-20,1,1,5,2023-06-16,Customer Service,Internal,Completed,South Matthewhaven,Mr. Dustin Miranda MD,5,329.65
2161,Exceeds,3,2023-05-27,1,4,3,2022-09-29,Communication Skills,Internal,Completed,New Joseph,Bradley Ferguson,1,443.04
2162,Exceeds,3,2023-02-17,3,5,4,2023-06-03,Project Management,External,Incomplete,Lyonsview,Theresa Grant,5,136.81
2163,Exceeds,1,2023-01-12,5,5,4,2023-01-19,Communication Skills,Internal,Failed,Townsendshire,Molly Bush,3,665.2
2164,Exceeds,3,2022-12-09,3,1,3,2023-06-11,Technical Skills,Internal,Incomplete,Alvaradomouth,Calvin Johnson,2,978.55
2165,Exceeds,3,2022-10-28,5,3,3,2023-07-23,Project Management,External,Failed,East Ray,William Bell,4,652.57
2166,Exceeds,3,2023-01-16,2,2,1,2022-10-02,Technical Skills,External,Passed,New Mark,Nancy Park,2,953.59
2167,Exceeds,3,2022-09-03,2,4,2,2023-03-28,Leadership Development,External,Completed,Andreamouth,David Cooper,5,163.17
2168,Exceeds,3,2023-01-08,5,1,4,2023-08-01,Customer Service,Internal,Incomplete,New Angelafort,Douglas Harris,2,851.51
2169,Exceeds,3,2023-04-18,5,2,4,2023-03-17,Customer Service,External,Failed,Kingshire,Danielle Valdez,1,200.13
2170,Exceeds,3,2023-01-30,1,5,2,2023-03-14,Leadership Development,External,Completed,Richardhaven,Thomas Cunningham,2,347.4
2171,Exceeds,3,2023-03-16,1,3,2,2023-06-19,Communication Skills,External,Passed,Chapmanfurt,Loretta Hunter,3,243.07
2172,Exceeds,3,2023-03-17,2,4,1,2023-06-23,Project Management,External,Incomplete,Rosemouth,Amanda Kelly,2,198.08
2173,Exceeds,3,2023-02-13,1,4,3,2023-04-18,Technical Skills,External,Completed,Jessebury,Alexander Harris,5,372.55
2174,Exceeds,3,2022-12-25,1,1,5,2022-11-13,Technical Skills,External,Incomplete,Hernandezport,Thomas Elliott,2,446.22
2175,Exceeds,2,2023-03-16,1,3,3,2023-02-22,Communication Skills,External,Completed,East Maria,Charles Rush,2,512.6
2176,Exceeds,2,2023-04-29,2,1,1,2023-04-19,Communication Skills,External,Completed,Bennettchester,Michael Montgomery,5,357.52
2177,PIP,4,2022-10-17,4,2,1,2023-07-07,Customer Service,External,Passed,Amberhaven,Christina Nguyen,4,616.66
2178,PIP,4,2022-09-11,4,1,5,2023-05-08,Communication Skills,Internal,Completed,Lindseyville,John Lowe,5,368.55
2179,PIP,4,2023-06-16,1,3,1,2022-09-08,Leadership Development,External,Passed,Andersonport,Shannon Norman,4,937.57
2180,PIP,5,2023-05-29,4,4,4,2023-02-05,Technical Skills,External,Incomplete,West Danielland,Daniel Bennett,4,706.08
2181,PIP,5,2023-02-04,2,1,4,2023-06-28,Communication Skills,Internal,Incomplete,East Arthurtown,Brendan Francis,2,542.94
2182,Exceeds,4,2023-04-12,1,1,2,2023-07-22,Communication Skills,External,Completed,Jenniferland,Steven Ingram,2,105.18
2183,Exceeds,5,2022-12-13,4,4,2,2023-04-23,Communication Skills,External,Completed,North Vanessaland,Jasmine Parks,3,287.3
2184,Exceeds,2,2023-03-09,2,4,4,2022-09-25,Communication Skills,External,Failed,Maynardfort,Summer Brown,3,661.36
2185,Exceeds,5,2022-11-07,4,5,5,2023-08-01,Customer Service,Internal,Incomplete,East Carrie,David Ruiz,5,220.95
2186,Exceeds,1,2022-09-17,4,1,1,2022-09-21,Leadership Development,External,Failed,West Michael,Kari Davis,5,747.61
2187,Exceeds,5,2023-01-14,2,1,5,2023-06-07,Communication Skills,Internal,Completed,Gilesstad,Christopher Maxwell,1,575.77
2188,Exceeds,2,2023-01-25,5,4,2,2023-06-17,Leadership Development,Internal,Incomplete,Lake Veronicabury,Monica Fox,2,754.8
2189,Needs Improvement,5,2022-08-19,1,2,4,2022-11-28,Customer Service,External,Passed,Lake Scott,Seth Rice,2,585.65
2190,Needs Improvement,5,2023-03-31,5,2,3,2023-04-29,Technical Skills,Internal,Completed,Lake Elizabeth,Patricia King,2,623.98
2191,Needs Improvement,5,2023-04-11,2,2,3,2023-05-13,Communication Skills,Internal,Failed,Smithside,Ronald Jackson,3,774.02
2192,Needs Improvement,1,2022-12-26,5,3,4,2022-10-02,Leadership Development,External,Completed,New Edwinville,Billy Kelly,4,866.14
2193,Needs Improvement,4,2023-07-10,2,2,3,2023-07-16,Technical Skills,External,Incomplete,Nelsonport,Eric Jarvis,2,704.42
2194,Needs Improvement,2,2022-10-02,1,4,1,2023-03-08,Customer Service,External,Incomplete,North Suzanne,Joseph Bell,5,164.41
2195,Needs Improvement,2,2022-11-30,1,5,1,2023-05-08,Project Management,External,Failed,East Matthew,Traci Costa,3,559.87
2196,Needs Improvement,5,2023-08-01,5,2,3,2022-12-10,Technical Skills,External,Completed,Carrborough,Christine Cook,2,572.11
2197,Needs Improvement,4,2023-04-15,2,3,1,2023-03-17,Technical Skills,External,Passed,Lake Jameschester,Harry Gibson,2,724.83
2198,Exceeds,1,2023-07-13,2,4,2,2022-08-14,Leadership Development,Internal,Failed,Deanland,Melissa Perkins,5,198.35
2199,Exceeds,4,2023-06-03,4,3,4,2023-06-19,Project Management,External,Passed,West Angelabury,Samuel Henry,3,142.7
2200,Exceeds,4,2022-12-16,3,1,5,2023-03-29,Project Management,External,Incomplete,South Jamesburgh,Betty Cox,2,910.99
2201,Exceeds,2,2023-06-24,5,1,5,2023-03-15,Leadership Development,Internal,Completed,Jamesshire,Nathan Williams,4,863.83
2202,Exceeds,4,2023-06-24,5,4,5,2022-09-08,Customer Service,Internal,Completed,New Bobbyville,Andrea Beck,4,606.57
2203,Exceeds,1,2022-08-29,1,4,1,2022-12-14,Technical Skills,External,Incomplete,West Markside,Raymond Chavez,2,333.27
2204,Needs Improvement,2,2022-10-01,5,2,3,2022-11-27,Customer Service,Internal,Passed,Davidhaven,Matthew Lee,3,284.05
2205,Needs Improvement,4,2022-09-05,2,3,5,2023-06-23,Leadership Development,Internal,Incomplete,Bryanville,Mitchell Rogers,1,271.69
2206,Needs Improvement,5,2022-08-24,2,4,3,2022-09-16,Technical Skills,Internal,Completed,Dustinside,Elizabeth Fischer,3,274.22
2207,Needs Improvement,5,2023-03-29,3,3,1,2023-06-26,Project Management,External,Incomplete,Jonesstad,Christine Stevens,1,448.93
2208,Needs Improvement,5,2023-03-07,5,3,3,2022-09-02,Technical Skills,Internal,Incomplete,Marthamouth,Susan Shelton,3,907.13
2209,Needs Improvement,5,2023-04-01,2,2,5,2022-11-02,Technical Skills,External,Completed,Richardsville,David Anderson,3,545.69
2210,Exceeds,4,2023-01-09,1,5,3,2023-07-17,Technical Skills,Internal,Completed,Schmittbury,Charles Garner,5,220.14
2211,Exceeds,5,2023-02-01,1,5,3,2022-11-21,Leadership Development,External,Completed,North Sonyatown,James Fox,3,906.62
2212,Exceeds,1,2023-07-26,4,1,5,2023-07-19,Technical Skills,Internal,Incomplete,Frankside,David Flores,1,160.81
2213,Exceeds,5,2023-05-05,1,4,2,2023-04-09,Technical Skills,Internal,Passed,North Benjamin,Lindsey Warner,1,196.03
2214,Exceeds,4,2023-02-26,1,1,5,2023-03-16,Leadership Development,Internal,Passed,Emilyview,Lori Stout,4,973.62
2215,Exceeds,1,2023-04-24,1,5,5,2022-09-30,Customer Service,External,Failed,East Donnahaven,Andrea Rodriguez,3,227.0
2216,Exceeds,1,2023-04-13,4,5,2,2022-12-25,Customer Service,External,Incomplete,Torresburgh,Amanda Matthews,4,587.29
2217,Exceeds,4,2022-10-05,2,1,2,2023-03-23,Communication Skills,External,Failed,East Melissa,Albert Clark,1,315.39
2218,Exceeds,4,2022-10-10,4,1,5,2022-12-27,Technical Skills,Internal,Incomplete,Silvaville,Brian Turner,5,222.99
2219,Exceeds,5,2023-03-29,5,2,2,2023-01-03,Technical Skills,External,Failed,Kimberlyshire,Abigail Gardner,5,401.35
2220,Exceeds,4,2023-03-02,3,3,5,2023-06-02,Leadership Development,External,Completed,Lake Richard,Kristen Oliver,4,938.01
2221,Exceeds,4,2023-04-28,1,5,1,2022-08-07,Technical Skills,Internal,Incomplete,East Sarahland,Daniel Morris,1,737.04
2222,Exceeds,4,2022-09-14,2,3,5,2023-06-04,Project Management,External,Failed,Baldwinport,Ian Martin,3,303.01
2223,Exceeds,2,2023-05-23,1,1,4,2023-04-07,Communication Skills,External,Completed,North Crystalfort,Bonnie King,2,905.55
2224,Exceeds,4,2023-02-02,2,1,3,2022-09-23,Customer Service,Internal,Failed,Jacksonburgh,Edward Wood,2,914.52
